username,followers,following,bio_length,posts_per_month,account_age_months,verified,label
user_737,7390,584,144,16,114,0,1
user_738,3102,240,128,62,96,0,0
user_739,3448,124,197,46,113,0,0
user_740,989,526,65,81,119,0,0
user_741,1781,118,89,28,111,0,0
user_742,1862,636,121,84,83,0,0
user_743,7376,257,188,14,44,0,0
user_744,5983,385,50,83,45,0,0
user_745,2910,895,168,33,82,0,0
user_746,7938,584,13,58,56,0,0
user_747,5417,772,78,37,26,0,0
user_748,8110,872,106,53,104,0,0
user_749,9097,311,185,57,103,0,0
user_750,1797,808,12,24,61,0,0
user_751,1331,229,130,18,83,0,0
user_752,719,267,88,12,48,0,0
user_753,2460,868,99,23,84,0,0
user_754,8334,21,63,27,45,0,0
user_755,1110,376,42,15,54,0,0
user_756,3808,525,97,54,85,0,0
user_757,1689,706,73,95,47,0,0
user_758,592,476,144,3,89,0,1
user_759,8475,364,78,23,58,0,0
user_760,1883,292,100,14,16,0,1
user_761,1930,299,162,55,90,0,1
user_762,6471,898,189,71,2,0,0
user_763,6221,582,149,8,48,0,1
user_764,4037,438,35,1,56,0,1
user_765,7883,593,3,67,105,0,0
user_766,289,766,172,89,39,0,1
user_767,8953,497,153,35,64,0,0
user_768,2698,897,185,84,69,0,0
user_769,2952,744,28,25,6,0,0
user_770,5882,575,76,51,103,0,0
user_771,5623,67,138,3,27,0,1
user_772,8093,88,74,80,66,0,0
user_773,7916,877,14,90,76,0,0
user_774,8511,320,190,70,31,0,0
user_775,9625,583,169,24,99,0,0
user_776,276,387,33,60,66,0,0
user_777,8326,584,86,50,49,0,0
user_778,8763,375,50,3,106,0,1
user_779,3218,715,195,0,99,0,1
user_780,5077,659,105,90,38,0,0
user_781,778,647,64,21,2,0,0
user_782,9462,931,176,76,105,0,0
user_783,5669,44,191,23,15,0,0
user_784,9795,109,34,13,72,0,0
user_785,1907,554,125,89,91,0,1
user_786,212,180,15,11,97,0,0
user_787,5662,330,18,44,100,0,0
user_788,1805,637,33,58,16,0,0
user_789,391,361,51,23,4,0,0
user_790,3250,537,70,71,39,0,0
user_791,2437,66,72,76,87,0,1
user_792,7777,15,2,70,96,0,0
user_793,4533,789,132,37,78,0,0
user_794,7716,677,164,3,23,0,1
user_795,3020,824,50,10,43,0,0
user_796,2816,529,3,4,8,0,1
user_797,4938,688,73,75,115,0,0
user_798,7135,336,187,78,96,0,0
user_799,9003,394,106,53,100,0,0
user_800,2694,749,59,62,92,1,0
user_801,6453,667,20,19,102,0,0
user_802,8478,492,169,1,53,0,1
user_803,8486,898,41,92,119,1,0
user_804,3228,628,176,25,53,0,0
user_805,5726,131,36,28,7,0,0
user_806,7894,653,183,37,11,0,1
user_807,9578,187,68,52,108,0,0
user_808,3327,610,70,8,44,0,0
user_809,8388,504,32,48,83,0,0
user_810,1966,227,65,19,76,0,0
user_811,1509,408,114,80,112,0,0
user_812,9853,264,168,10,71,0,1
user_813,4398,237,194,86,83,1,0
user_814,3566,655,170,71,53,0,0
user_815,931,386,70,79,27,1,1
user_816,4522,358,160,23,68,0,0
user_817,7488,819,2,21,52,0,0
user_818,5845,617,143,62,46,0,0
user_819,8140,589,52,21,1,0,0
user_820,7903,693,66,78,90,0,0
user_821,9333,956,102,71,31,0,0
user_822,2265,879,109,11,12,0,0
user_823,9395,737,46,9,111,1,1
user_824,3913,591,107,32,103,0,0
user_825,6537,257,11,48,40,0,0
user_826,8928,773,138,81,2,0,0
user_827,5056,49,176,88,10,0,1
user_828,9835,876,20,25,13,0,0
user_829,1526,175,98,85,15,1,0
user_830,2256,594,140,40,20,0,0
user_831,7142,401,86,64,63,0,0
user_832,5651,103,106,8,73,0,0
user_833,2029,422,55,64,52,1,0
user_834,5480,413,37,82,44,0,0
user_835,9698,86,17,42,89,0,0
user_836,5762,439,58,93,114,0,0
user_837,9617,256,153,28,95,0,0
user_838,7791,494,9,2,18,0,1
user_839,5514,165,185,81,2,1,0
user_840,5512,107,107,63,101,0,1
user_841,3666,42,92,67,95,0,1
user_842,164,471,72,39,61,0,0
user_843,8585,219,161,70,72,0,0
user_844,9502,908,170,39,17,0,0
user_845,9284,152,25,51,55,0,1
user_846,3926,771,125,18,66,0,0
user_847,3911,461,143,71,92,0,0
user_848,4864,945,16,57,96,1,0
user_849,5208,661,121,88,111,0,0
user_850,3475,323,27,89,20,0,0
user_851,9596,851,91,53,88,0,0
user_852,5517,807,58,49,30,1,0
user_853,2389,704,132,6,67,0,0
user_854,6812,294,42,50,80,0,0
user_855,4543,935,59,22,50,0,0
user_856,3638,750,187,42,6,1,0
user_857,1796,479,81,40,1,0,1
user_858,9508,675,199,80,39,0,0
user_859,9557,715,113,62,13,0,0
user_860,2242,950,19,42,45,0,0
user_861,284,518,140,4,103,0,1
user_862,4945,475,184,87,100,0,0
user_863,6867,930,99,89,21,0,0
user_864,1880,432,107,93,57,0,1
user_865,477,179,22,0,12,0,1
user_866,1348,328,75,72,21,0,0
user_867,4302,696,152,85,70,0,0
user_868,9960,160,183,72,118,0,1
user_869,7510,356,127,29,70,0,1
user_870,5536,921,71,86,73,0,0
user_871,1888,953,176,10,22,0,0
user_872,236,777,189,67,8,1,0
user_873,2165,707,199,11,2,1,0
user_874,3479,456,128,53,8,0,0
user_875,3103,741,12,4,57,0,1
user_876,9436,602,191,2,89,1,0
user_877,3410,49,59,53,83,0,0
user_878,3939,101,104,70,29,0,1
user_879,1083,69,69,55,79,1,0
user_880,23,656,30,54,30,0,1
user_881,5102,693,45,10,64,0,0
user_882,9833,793,110,37,76,0,0
user_883,9952,424,50,32,8,0,0
user_884,2488,949,151,87,88,0,0
user_885,6349,353,72,12,77,0,0
user_886,5369,939,148,61,49,0,0
user_887,1549,718,135,86,65,0,0
user_888,6308,102,90,77,28,0,1
user_889,4252,988,184,66,88,0,0
user_890,8338,674,18,86,86,0,0
user_891,7888,917,133,36,43,0,0
user_892,6651,450,111,12,31,0,0
user_893,3094,932,1,48,48,0,1
user_894,5951,149,163,84,81,0,0
user_895,9541,394,29,6,106,0,0
user_896,6952,247,141,95,105,0,0
user_897,8692,23,159,92,114,1,1
user_898,8865,345,13,19,42,0,0
user_899,341,250,117,77,30,0,0
user_900,6627,969,174,51,107,0,0
user_901,5538,121,51,2,82,0,1
user_902,5734,217,64,68,97,0,0
user_903,9880,598,181,57,40,0,0
user_904,1916,7,194,80,6,0,0
user_905,8471,658,84,22,21,1,0
user_906,5685,630,158,37,86,0,0
user_907,4319,590,194,69,33,0,0
user_908,626,931,84,19,71,0,0
user_909,9645,755,169,41,91,0,0
user_910,1648,356,158,77,57,0,0
user_911,2964,872,2,3,72,0,1
user_912,5685,655,42,81,10,0,0
user_913,5695,965,54,25,39,0,0
user_914,7748,827,184,16,93,0,0
user_915,1922,600,49,25,26,0,0
user_916,3943,609,21,42,116,0,0
user_917,6072,390,96,58,82,0,0
user_918,432,608,192,64,62,0,0
user_919,4477,867,179,28,33,0,0
user_920,2396,754,182,96,36,1,0
user_921,9154,930,136,21,24,0,0
user_922,3561,552,46,64,7,0,0
user_923,9224,190,81,43,80,0,0
user_924,9863,546,104,62,19,0,0
user_925,1311,593,149,11,68,0,0
user_926,5780,417,57,10,65,0,0
user_927,8732,216,43,57,7,0,0
user_928,9756,983,151,75,48,0,1
user_929,9563,833,64,48,77,0,0
user_930,285,309,142,36,48,0,1
user_931,3509,872,105,5,93,0,0
user_932,5448,474,31,11,72,0,1
user_933,467,299,147,11,63,0,0
user_934,8059,283,60,35,47,0,0
user_935,7160,131,131,74,105,0,1
user_936,1559,15,174,61,56,0,0
user_937,8582,442,72,96,85,0,0
user_938,4709,863,22,83,117,0,0
user_939,2274,996,46,86,65,1,0
user_940,855,461,149,70,39,0,0
user_941,1519,858,83,39,45,0,0
user_942,249,695,76,34,119,0,0
user_943,8761,307,199,93,81,0,0
user_944,9545,118,123,46,61,0,0
user_945,4538,318,188,42,38,0,0
user_946,9275,229,58,75,71,0,0
user_947,5326,654,4,61,10,0,0
user_948,3988,100,148,39,77,0,1
user_949,2839,521,153,1,1,0,1
user_950,6453,535,165,86,70,0,0
user_951,2067,738,123,25,48,0,0
user_952,1312,703,1,46,26,0,0
user_953,6887,501,131,88,55,1,0
user_954,8943,140,181,99,104,0,0
user_955,7198,344,69,78,111,0,0
user_956,7477,188,166,46,66,0,1
user_957,4724,382,140,49,117,0,0
user_958,9841,611,30,65,2,0,0
user_959,8243,876,165,33,19,1,0
user_960,3294,430,17,28,8,0,0
user_961,358,368,106,34,13,0,0
user_962,490,4,38,8,78,0,0
user_963,4242,122,29,58,111,0,1
user_964,6277,560,21,68,46,0,0
user_965,5419,162,9,32,47,0,0
user_966,4095,985,24,85,48,0,0
user_967,8849,198,192,77,23,0,0
user_968,2788,267,39,48,75,0,0
user_969,4778,688,158,28,86,0,0
user_970,8311,449,106,72,92,0,0
user_971,155,654,86,81,115,0,0
user_972,4145,547,12,7,13,0,1
user_973,9601,976,104,37,56,0,0
user_974,3654,713,180,87,96,1,1
user_975,5053,760,57,81,80,0,0
user_976,9016,779,182,55,91,0,1
user_977,636,122,172,50,21,0,1
user_978,6803,251,84,62,107,0,0
user_979,739,417,61,31,88,0,0
user_980,1903,808,96,23,14,0,1
user_981,1287,90,10,99,7,0,0
user_982,176,634,8,74,20,0,0
user_983,9269,913,183,80,90,0,0
user_984,2775,468,141,55,24,0,0
user_985,1483,536,126,47,82,0,0
user_986,4562,914,26,0,54,0,1
user_987,2735,278,139,18,48,0,0
user_988,5404,535,80,14,95,0,0
user_989,2031,88,180,78,91,0,0
user_990,644,65,141,93,47,0,0
user_991,1879,91,189,95,71,0,0
user_992,6866,338,134,2,114,0,1
user_993,9351,815,92,91,107,0,0
user_994,1044,22,48,79,56,0,0
user_995,8913,883,30,4,21,1,0
user_996,1905,319,185,28,77,0,0
user_997,3143,970,98,75,74,0,0
user_998,7708,133,47,59,21,0,0
user_999,401,394,118,24,67,0,0
user_1000,7083,716,4,89,46,0,0
user_1001,1855,546,117,70,47,0,0
user_1002,1461,105,43,15,102,0,0
user_1003,2708,689,98,38,117,0,0
user_1004,4263,423,137,10,113,0,0
user_1005,7534,887,38,14,6,0,0
user_1006,90,528,98,89,85,0,1
user_1007,4245,806,49,0,17,0,1
user_1008,1777,750,48,59,118,0,0
user_1009,491,549,105,15,50,0,1
user_1010,460,748,77,68,105,0,0
user_1011,3917,123,80,43,113,0,1
user_1012,8885,289,17,51,93,0,0
user_1013,4212,807,163,20,95,0,0
user_1014,7201,844,105,1,115,0,1
user_1015,1658,922,185,37,3,0,0
user_1016,5988,272,188,78,118,0,0
user_1017,4632,706,75,83,51,0,0
user_1018,3805,744,137,82,48,1,0
user_1019,2398,821,67,43,32,0,0
user_1020,5984,173,114,10,84,0,1
user_1021,4163,499,151,31,113,0,1
user_1022,8909,95,70,73,99,0,0
user_1023,4364,178,43,25,80,0,1
user_1024,9241,767,132,47,90,0,0
user_1025,8337,166,104,92,67,1,1
user_1026,9982,988,48,37,1,0,0
user_1027,1941,801,93,52,47,0,0
user_1028,8233,984,164,18,75,0,1
user_1029,2725,545,39,30,33,0,0
user_1030,9709,601,111,43,54,0,0
user_1031,9008,773,156,63,49,0,0
user_1032,7697,784,14,48,79,0,0
user_1033,2266,62,111,68,105,1,0
user_1034,3755,642,89,16,27,0,1
user_1035,1193,14,135,68,84,0,0
user_1036,1809,811,184,63,81,0,0
user_1037,7433,457,25,12,14,0,0
user_1038,4154,964,106,69,100,0,0
user_1039,5722,976,114,22,22,0,1
user_1040,1632,301,29,50,46,0,0
user_1041,6739,205,73,23,86,0,0
user_1042,4711,35,133,9,2,0,0
user_1043,4352,296,118,6,17,0,0
user_1044,5365,219,161,28,119,0,0
user_1045,4691,278,30,77,56,0,0
user_1046,6482,330,158,51,54,0,0
user_1047,1386,684,0,10,18,0,0
user_1048,3388,569,144,30,44,0,0
user_1049,9171,96,74,71,14,0,0
user_1050,7249,449,184,93,88,0,0
user_1051,9941,165,139,32,69,0,0
user_1052,5366,703,5,9,25,0,0
user_1053,8346,881,39,21,44,0,0
user_1054,7412,222,20,66,50,0,1
user_1055,3907,211,111,48,76,0,0
user_1056,4159,848,31,80,25,1,1
user_1057,5461,673,197,50,59,0,0
user_1058,9990,819,155,32,92,0,0
user_1059,4864,106,159,64,52,1,0
user_1060,5272,159,116,86,94,0,1
user_1061,8509,110,99,73,94,1,1
user_1062,5675,497,188,88,45,0,1
user_1063,4610,365,179,58,20,1,1
user_1064,6462,466,89,15,85,0,0
user_1065,3742,778,91,58,84,0,1
user_1066,2766,366,83,88,108,0,0
user_1067,8885,270,72,4,63,0,1
user_1068,2850,151,83,6,117,0,1
user_1069,1001,2,53,74,113,0,0
user_1070,4994,967,140,5,13,1,0
user_1071,8095,706,123,25,74,1,0
user_1072,1318,889,197,27,17,1,0
user_1073,9904,432,100,18,16,0,0
user_1074,5198,97,39,89,115,0,1
user_1075,6896,318,162,58,113,0,0
user_1076,2603,621,154,87,21,0,0
user_1077,6103,901,135,29,63,0,0
user_1078,370,167,55,23,24,1,0
user_1079,8639,823,137,23,12,0,0
user_1080,4458,756,97,22,116,0,0
user_1081,1865,585,85,0,39,1,0
user_1082,2807,458,196,67,77,0,0
user_1083,7476,374,158,11,15,0,1
user_1084,5683,650,4,73,27,0,1
user_1085,9601,267,83,44,4,0,0
user_1086,3599,570,115,87,27,0,0
user_1087,3002,13,63,25,113,1,0
user_1088,6484,779,181,1,73,0,1
user_1089,254,154,139,46,77,0,0
user_1090,1362,496,7,31,117,0,0
user_1091,8361,316,172,40,82,0,0
user_1092,3221,61,6,81,72,0,1
user_1093,2378,463,0,63,43,0,1
user_1094,5005,445,38,40,59,0,0
user_1095,2517,143,34,20,81,0,1
user_1096,4087,248,50,20,44,1,0
user_1097,1219,268,128,54,56,0,0
user_1098,2285,119,142,41,75,0,0
user_1099,81,294,148,95,89,1,0
user_1100,2327,563,114,70,61,0,0
user_1101,7570,358,77,18,62,0,1
user_1102,1335,51,87,37,33,0,0
user_1103,4815,799,86,27,115,0,0
user_1104,9074,266,20,40,106,0,0
user_1105,9362,555,168,44,5,1,0
user_1106,1827,115,177,11,66,0,1
user_1107,2932,592,23,77,35,0,0
user_1108,8265,566,149,19,100,0,1
user_1109,3681,681,139,50,22,0,0
user_1110,4436,897,142,14,54,0,0
user_1111,3562,279,29,28,15,0,0
user_1112,5676,511,110,76,12,0,0
user_1113,5165,52,173,80,48,0,0
user_1114,8878,320,91,74,77,0,0
user_1115,4746,706,196,38,40,0,0
user_1116,5584,819,50,35,23,0,0
user_1117,5024,543,71,69,111,0,0
user_1118,1885,843,199,6,79,0,0
user_1119,5573,485,10,5,92,0,0
user_1120,2567,622,43,52,34,1,0
user_1121,9650,700,144,80,25,0,0
user_1122,5100,171,93,47,37,0,0
user_1123,7712,972,60,5,97,0,1
user_1124,6021,808,125,15,23,0,0
user_1125,2833,535,154,35,29,0,0
user_1126,3447,815,15,41,112,0,0
user_1127,8408,913,181,11,81,0,0
user_1128,4458,444,131,98,22,0,0
user_1129,9194,854,74,77,79,0,0
user_1130,5302,606,64,64,34,0,0
user_1131,9562,662,116,97,79,0,0
user_1132,8489,475,77,90,114,0,0
user_1133,6672,521,126,14,5,0,0
user_1134,1078,734,190,69,70,1,0
user_1135,5507,913,121,19,26,0,1
user_1136,4553,248,160,30,17,0,0
user_1137,1436,557,44,65,22,0,0
user_1138,5661,280,176,80,106,0,0
user_1139,4779,748,156,76,109,0,0
user_1140,5046,973,165,61,13,0,0
user_1141,5231,723,83,39,86,0,0
user_1142,2530,177,70,28,66,0,0
user_1143,5632,840,18,72,21,0,1
user_1144,605,789,70,45,51,0,0
user_1145,9931,380,121,28,95,0,0
user_1146,7011,347,137,11,9,1,1
user_1147,8653,392,129,19,38,0,0
user_1148,4100,953,71,92,53,0,0
user_1149,1703,627,118,15,109,0,0
user_1150,4921,839,47,88,119,0,0
user_1151,180,434,9,91,93,0,0
user_1152,4925,839,65,9,69,0,0
user_1153,6901,886,58,54,46,0,0
user_1154,6746,349,125,27,59,0,0
user_1155,5245,354,102,62,20,1,1
user_1156,8156,574,96,67,76,0,0
user_1157,1652,465,54,58,25,0,0
user_1158,3563,453,15,77,114,0,0
user_1159,3775,621,12,29,11,0,0
user_1160,1990,170,26,77,51,0,0
user_1161,4215,351,193,94,23,0,0
user_1162,5743,24,77,36,39,0,1
user_1163,7896,621,17,72,23,1,0
user_1164,8191,905,54,33,52,0,1
user_1165,5299,579,153,91,57,0,0
user_1166,829,668,119,4,81,0,1
user_1167,585,49,181,56,103,0,0
user_1168,7304,200,108,68,46,0,0
user_1169,7635,888,158,49,71,0,0
user_1170,3074,937,98,10,99,0,0
user_1171,4021,199,117,22,101,0,0
user_1172,3109,811,148,27,57,1,1
user_1173,691,308,34,36,31,0,0
user_1174,4821,990,82,50,94,0,0
user_1175,1445,411,100,98,70,1,0
user_1176,3780,607,39,32,42,0,0
user_1177,559,576,9,92,109,0,1
user_1178,7180,438,197,4,52,0,1
user_1179,7608,274,170,19,96,0,0
user_1180,7059,37,178,67,45,0,0
user_1181,2328,162,144,51,10,0,1
user_1182,2727,636,124,30,109,0,0
user_1183,2744,692,40,40,59,0,0
user_1184,6472,700,137,24,111,0,0
user_1185,1608,4,115,37,38,1,0
user_1186,3448,688,165,74,22,0,0
user_1187,2331,584,181,23,88,0,0
user_1188,5740,932,0,31,79,0,0
user_1189,3554,882,8,38,117,0,0
user_1190,7853,504,10,61,95,0,0
user_1191,7510,678,11,70,108,1,0
user_1192,8917,712,154,42,71,1,0
user_1193,6932,140,18,0,75,0,1
user_1194,9192,228,136,42,59,0,0
user_1195,7383,470,30,53,101,0,0
user_1196,8015,858,69,46,44,0,0
user_1197,119,619,185,5,112,0,0
user_1198,7989,728,9,95,44,0,0
user_1199,6807,499,81,80,20,0,0
user_1200,9064,604,52,52,47,0,0
user_1201,1729,305,84,83,6,0,0
user_1202,7924,796,106,33,2,0,0
user_1203,8470,698,178,81,115,1,0
user_1204,4291,15,192,21,114,0,0
user_1205,9342,710,70,21,16,0,0
user_1206,496,500,179,23,52,1,0
user_1207,2333,97,174,43,69,0,1
user_1208,747,736,187,10,119,0,0
user_1209,7344,373,143,89,59,0,1
user_1210,4515,44,89,36,65,0,1
user_1211,1741,745,79,44,78,0,0
user_1212,6861,215,191,15,116,0,0
user_1213,7822,589,66,23,26,0,0
user_1214,8261,35,129,34,77,0,0
user_1215,7834,15,176,33,25,1,0
user_1216,2112,921,110,35,47,0,0
user_1217,9163,981,109,23,12,0,1
user_1218,405,453,71,67,79,1,0
user_1219,531,732,70,73,82,0,0
user_1220,1165,97,145,53,3,0,0
user_1221,6347,669,9,35,49,0,0
user_1222,5594,395,181,55,42,0,0
user_1223,983,70,190,89,28,0,0
user_1224,3998,491,81,24,33,0,0
user_1225,9583,247,179,78,93,0,1
user_1226,6645,405,156,88,12,0,0
user_1227,1070,428,100,73,79,0,0
user_1228,4209,452,58,67,112,0,1
user_1229,4440,301,50,65,93,0,0
user_1230,2255,163,180,89,37,0,0
user_1231,7858,383,191,35,73,0,0
user_1232,3846,323,102,81,115,0,0
user_1233,7519,171,35,69,57,0,0
user_1234,2820,620,37,95,64,0,0
user_1235,1237,571,52,34,115,0,1
user_1236,5944,64,142,73,17,0,1
user_1237,3839,842,188,94,36,0,0
user_1238,5356,91,172,44,3,0,1
user_1239,1187,911,86,29,13,0,0
user_1240,650,66,52,39,93,0,0
user_1241,3225,773,188,43,106,0,0
user_1242,9185,841,151,12,105,0,0
user_1243,2465,582,166,29,82,0,1
user_1244,1523,32,176,48,47,0,0
user_1245,9314,803,29,48,79,0,0
user_1246,8642,319,92,93,113,0,0
user_1247,1928,677,172,37,52,0,0
user_1248,2101,185,80,1,103,0,1
user_1249,7729,191,112,16,37,0,0
user_1250,3295,538,100,21,42,0,1
user_1251,3298,979,70,22,36,0,0
user_1252,6897,944,77,11,83,0,0
user_1253,2543,95,93,70,96,0,0
user_1254,1736,453,1,35,24,0,0
user_1255,6868,24,119,33,47,0,0
user_1256,7084,951,140,42,52,0,0
user_1257,6945,487,8,92,35,0,0
user_1258,9956,652,17,94,114,0,0
user_1259,8057,965,99,66,68,0,0
user_1260,5186,331,137,81,67,0,0
user_1261,6112,16,16,56,23,0,0
user_1262,2495,675,31,71,111,0,0
user_1263,4211,193,128,83,20,0,0
user_1264,8056,665,174,50,15,1,0
user_1265,3585,307,81,4,18,0,1
user_1266,7594,38,5,5,46,0,0
user_1267,5450,703,1,17,37,0,0
user_1268,9344,731,25,82,83,0,0
user_1269,2034,122,182,82,93,1,0
user_1270,298,290,146,97,60,0,0
user_1271,4816,105,65,31,13,0,0
user_1272,374,33,120,16,12,0,0
user_1273,9328,396,193,62,62,0,1
user_1274,4629,316,73,14,54,0,0
user_1275,6162,466,145,91,102,0,0
user_1276,1008,781,12,17,52,0,1
user_1277,8591,112,89,11,55,0,0
user_1278,217,972,175,94,74,0,0
user_1279,195,261,155,95,105,0,0
user_1280,3892,979,190,46,81,0,0
user_1281,8571,65,58,42,80,1,0
user_1282,3988,986,20,31,51,0,0
user_1283,167,28,158,60,103,0,0
user_1284,3899,122,147,12,106,0,0
user_1285,9704,693,93,16,16,0,0
user_1286,6094,582,52,44,34,0,1
user_1287,9653,132,74,1,32,0,1
user_1288,1765,751,136,22,30,0,1
user_1289,6297,593,13,58,29,0,0
user_1290,5397,527,186,19,72,0,0
user_1291,8024,361,24,90,17,0,0
user_1292,2355,716,83,35,76,0,0
user_1293,5542,754,169,11,69,0,0
user_1294,708,636,66,40,7,0,0
user_1295,3922,521,136,0,69,0,1
user_1296,3840,459,71,68,97,0,0
user_1297,3169,793,90,18,105,0,0
user_1298,5801,369,175,82,25,0,1
user_1299,4137,144,79,27,82,0,0
user_1300,4691,737,47,28,2,0,0
user_1301,1388,622,154,92,21,0,1
user_1302,3942,832,151,53,14,1,0
user_1303,4202,645,161,56,48,0,0
user_1304,5627,461,114,52,70,0,1
user_1305,6568,66,53,48,2,0,0
user_1306,6267,702,82,97,9,0,0
user_1307,5271,157,60,41,64,0,0
user_1308,2090,329,20,39,98,0,0
user_1309,1759,525,24,71,110,0,0
user_1310,8929,766,48,71,42,0,1
user_1311,7826,462,9,48,25,0,0
user_1312,8873,844,12,66,80,0,0
user_1313,9116,345,18,24,119,0,0
user_1314,9688,815,68,93,88,0,0
user_1315,8073,810,194,96,57,0,0
user_1316,117,893,180,88,36,0,0
user_1317,6757,430,140,32,111,0,0
user_1318,6537,222,80,69,69,0,0
user_1319,29,780,12,10,106,0,1
user_1320,9739,586,123,91,69,0,0
user_1321,4743,701,108,50,97,0,0
user_1322,9030,141,140,8,34,0,1
user_1323,8837,394,198,62,21,0,1
user_1324,8687,520,125,76,48,0,1
user_1325,5125,58,107,37,54,0,0
user_1326,8587,30,155,42,87,0,1
user_1327,3621,287,187,67,109,1,0
user_1328,8377,552,199,15,98,0,0
user_1329,5603,618,51,84,50,0,1
user_1330,1486,814,193,17,109,1,0
user_1331,2597,581,58,63,86,0,0
user_1332,1803,260,187,27,34,0,0
user_1333,2776,776,126,20,80,0,1
user_1334,2036,171,158,98,4,0,0
user_1335,6155,473,169,33,89,0,0
user_1336,7173,355,139,73,20,0,0
user_1337,5391,43,12,28,11,0,0
user_1338,6439,513,101,58,118,0,0
user_1339,5903,586,183,48,108,0,0
user_1340,582,220,92,51,52,1,0
user_1341,9758,973,187,32,59,0,0
user_1342,4059,482,121,44,66,0,0
user_1343,9584,198,26,56,55,0,0
user_1344,8162,146,147,28,8,1,0
user_1345,5546,329,101,56,44,1,0
user_1346,7498,148,156,31,85,0,0
user_1347,7738,744,147,39,86,0,0
user_1348,199,408,104,98,21,0,0
user_1349,7805,914,156,34,37,0,1
user_1350,3937,203,183,87,41,0,0
user_1351,4187,116,68,53,26,0,0
user_1352,154,925,9,2,79,1,1
user_1353,7690,80,167,98,1,0,0
user_1354,3800,287,17,82,1,1,0
user_1355,343,130,187,73,34,0,0
user_1356,5453,243,104,41,72,0,0
user_1357,9624,773,168,14,53,0,1
user_1358,886,986,168,13,80,0,0
user_1359,5507,630,188,62,72,0,0
user_1360,558,891,72,59,89,0,0
user_1361,3287,870,147,46,84,0,0
user_1362,6641,773,112,36,77,0,0
user_1363,6596,875,74,59,3,0,0
user_1364,2450,832,197,13,72,0,0
user_1365,5022,76,69,64,51,0,0
user_1366,9807,17,150,49,114,0,1
user_1367,7488,194,149,55,47,0,0
user_1368,5625,588,7,78,80,0,1
user_1369,1668,246,48,32,52,0,0
user_1370,6797,289,190,23,3,0,0
user_1371,4496,199,69,67,39,1,0
user_1372,2551,72,38,48,118,0,0
user_1373,8136,15,189,56,58,0,0
user_1374,2717,491,42,21,25,1,0
user_1375,9416,954,9,50,8,0,0
user_1376,133,835,22,43,53,0,0
user_1377,5332,582,75,57,16,0,0
user_1378,4959,260,82,14,104,1,0
user_1379,7478,898,60,54,50,0,0
user_1380,6843,782,28,15,36,0,0
user_1381,4697,652,49,12,7,0,0
user_1382,3611,536,53,90,38,0,0
user_1383,7897,597,109,18,111,0,0
user_1384,9947,752,178,45,69,0,0
user_1385,9981,605,77,22,94,0,0
user_1386,2057,167,85,25,43,0,0
user_1387,8176,196,81,95,109,0,0
user_1388,6827,29,162,83,41,1,0
user_1389,3366,996,155,98,118,0,1
user_1390,7698,449,70,32,22,0,0
user_1391,1434,968,139,16,116,0,0
user_1392,1417,135,113,16,39,0,0
user_1393,8375,767,113,76,49,0,1
user_1394,7662,7,113,70,42,0,0
user_1395,2088,68,55,37,21,0,0
user_1396,8179,391,130,22,52,0,0
user_1397,7492,940,143,71,85,1,0
user_1398,9158,907,126,5,71,0,0
user_1399,9188,880,139,43,77,0,0
user_1400,1498,693,184,56,28,0,0
user_1401,1755,551,18,45,51,0,0
user_1402,7148,121,190,85,66,0,1
user_1403,2708,62,153,25,32,0,0
user_1404,4496,19,74,92,7,0,0
user_1405,4665,439,170,36,58,0,0
user_1406,9809,483,194,98,88,0,0
user_1407,5067,701,26,22,15,0,0
user_1408,7899,667,176,84,35,0,0
user_1409,7533,398,107,92,42,0,0
user_1410,3461,471,21,75,15,1,0
user_1411,573,907,134,17,4,0,0
user_1412,6089,541,179,79,104,1,0
user_1413,2245,727,9,32,84,0,1
user_1414,3355,684,45,72,74,0,0
user_1415,6884,517,169,92,73,0,0
user_1416,7622,387,167,50,8,0,1
user_1417,4395,423,153,9,92,0,0
user_1418,9849,620,138,63,111,0,0
user_1419,5742,427,135,80,88,0,0
user_1420,823,328,6,77,116,0,0
user_1421,3189,798,138,47,44,0,0
user_1422,7066,906,187,53,26,0,0
user_1423,1997,358,57,27,18,0,0
user_1424,107,277,197,24,71,0,1
user_1425,766,265,89,70,17,0,0
user_1426,6565,938,118,58,29,0,0
user_1427,2652,309,71,27,67,0,1
user_1428,4571,54,194,33,98,0,0
user_1429,9423,954,37,68,112,0,1
user_1430,9829,514,144,79,80,0,0
user_1431,9667,79,130,47,71,0,0
user_1432,2235,151,48,30,53,0,0
user_1433,2339,186,35,16,56,0,0
user_1434,2214,864,178,85,20,0,0
user_1435,8400,823,20,78,36,0,1
user_1436,7210,700,73,67,40,0,0
user_1437,7032,925,48,24,76,0,1
user_1438,4027,576,27,24,119,1,1
user_1439,8789,747,93,60,55,0,0
user_1440,6107,836,192,88,85,0,0
user_1441,5928,252,46,59,10,0,0
user_1442,3070,708,26,25,25,1,0
user_1443,2368,200,123,87,3,0,1
user_1444,3248,24,58,54,85,0,0
user_1445,7465,170,6,40,87,0,0
user_1446,6724,394,132,91,110,0,0
user_1447,1487,764,104,54,3,0,0
user_1448,8967,720,24,28,74,0,0
user_1449,3698,529,162,67,37,0,1
user_1450,952,502,129,31,50,0,1
user_1451,2265,981,33,27,71,0,0
